,images,masks,labels
578,ID319_A1_Regione-0.jp2-crop_slice_10/30_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/37_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/11_label.tif
579,ID319_A1_Regione-0.jp2-crop_slice_10/58_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/29_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/19_label.tif
580,ID319_A1_Regione-0.jp2-crop_slice_10/53_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/33_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/31_label.tif
581,ID319_A1_Regione-0.jp2-crop_slice_10/31_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/17_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/58_label.tif
582,ID319_A1_Regione-0.jp2-crop_slice_10/28_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/47_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/55_label.tif
583,ID319_A1_Regione-0.jp2-crop_slice_10/21_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/46_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/12_label.tif
584,ID319_A1_Regione-0.jp2-crop_slice_10/4_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/28_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/54_label.tif
585,ID319_A1_Regione-0.jp2-crop_slice_10/54_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/32_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/60_label.tif
586,ID319_A1_Regione-0.jp2-crop_slice_10/20_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/40_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/46_label.tif
587,ID319_A1_Regione-0.jp2-crop_slice_10/46_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/34_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/20_label.tif
588,ID319_A1_Regione-0.jp2-crop_slice_10/50_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/8_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/45_label.tif
589,ID319_A1_Regione-0.jp2-crop_slice_10/36_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/20_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/14_label.tif
590,ID319_A1_Regione-0.jp2-crop_slice_10/1_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/5_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/29_label.tif
591,ID319_A1_Regione-0.jp2-crop_slice_10/2_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/30_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/36_label.tif
592,ID319_A1_Regione-0.jp2-crop_slice_10/47_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/10_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/9_label.tif
593,ID319_A1_Regione-0.jp2-crop_slice_10/9_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/52_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/53_label.tif
594,ID319_A1_Regione-0.jp2-crop_slice_10/45_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/44_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/30_label.tif
595,ID319_A1_Regione-0.jp2-crop_slice_10/33_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/57_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/28_label.tif
596,ID319_A1_Regione-0.jp2-crop_slice_10/13_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/9_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/34_label.tif
597,ID319_A1_Regione-0.jp2-crop_slice_10/32_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/18_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/27_label.tif
598,ID319_A1_Regione-0.jp2-crop_slice_10/49_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/62_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/57_label.tif
599,ID319_A1_Regione-0.jp2-crop_slice_10/41_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/16_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/35_label.tif
600,ID319_A1_Regione-0.jp2-crop_slice_10/39_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/41_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/42_label.tif
601,ID319_A1_Regione-0.jp2-crop_slice_10/15_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/59_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/38_label.tif
602,ID319_A1_Regione-0.jp2-crop_slice_10/56_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/31_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/10_label.tif
603,ID319_A1_Regione-0.jp2-crop_slice_10/11_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/58_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/6_label.tif
604,ID319_A1_Regione-0.jp2-crop_slice_10/8_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/63_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/37_label.tif
605,ID319_A1_Regione-0.jp2-crop_slice_10/40_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/15_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/43_label.tif
606,ID319_A1_Regione-0.jp2-crop_slice_10/24_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/6_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/4_label.tif
607,ID319_A1_Regione-0.jp2-crop_slice_10/23_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/54_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/26_label.tif
608,ID319_A1_Regione-0.jp2-crop_slice_10/61_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/53_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/51_label.tif
609,ID319_A1_Regione-0.jp2-crop_slice_10/5_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/23_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/16_label.tif
610,ID319_A1_Regione-0.jp2-crop_slice_10/57_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/50_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/44_label.tif
611,ID319_A1_Regione-0.jp2-crop_slice_10/60_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/19_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/33_label.tif
612,ID319_A1_Regione-0.jp2-crop_slice_10/55_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/0_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/18_label.tif
613,ID319_A1_Regione-0.jp2-crop_slice_10/52_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/49_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/39_label.tif
614,ID319_A1_Regione-0.jp2-crop_slice_10/34_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/7_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/52_label.tif
615,ID319_A1_Regione-0.jp2-crop_slice_10/44_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/22_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/17_label.tif
616,ID319_A1_Regione-0.jp2-crop_slice_10/12_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/26_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/15_label.tif
617,ID319_A1_Regione-0.jp2-crop_slice_10/25_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/56_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/22_label.tif
618,ID319_A1_Regione-0.jp2-crop_slice_10/3_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/35_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/0_label.tif
619,ID319_A1_Regione-0.jp2-crop_slice_10/14_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/11_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/49_label.tif
620,ID319_A1_Regione-0.jp2-crop_slice_10/29_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/42_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/47_label.tif
621,ID319_A1_Regione-0.jp2-crop_slice_10/10_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/2_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/48_label.tif
622,ID319_A1_Regione-0.jp2-crop_slice_10/35_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/4_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/5_label.tif
623,ID319_A1_Regione-0.jp2-crop_slice_10/17_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/38_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/40_label.tif
624,ID319_A1_Regione-0.jp2-crop_slice_10/62_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/27_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/7_label.tif
625,ID319_A1_Regione-0.jp2-crop_slice_10/38_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/39_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/3_label.tif
626,ID319_A1_Regione-0.jp2-crop_slice_10/51_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/13_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/56_label.tif
627,ID319_A1_Regione-0.jp2-crop_slice_10/19_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/60_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/50_label.tif
628,ID319_A1_Regione-0.jp2-crop_slice_10/22_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/1_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/62_label.tif
629,ID319_A1_Regione-0.jp2-crop_slice_10/6_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/61_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/23_label.tif
630,ID319_A1_Regione-0.jp2-crop_slice_10/18_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/24_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/63_label.tif
631,ID319_A1_Regione-0.jp2-crop_slice_10/0_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/12_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/25_label.tif
632,ID319_A1_Regione-0.jp2-crop_slice_10/16_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/25_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/61_label.tif
633,ID319_A1_Regione-0.jp2-crop_slice_10/42_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/14_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/8_label.tif
634,ID319_A1_Regione-0.jp2-crop_slice_10/37_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/45_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/41_label.tif
635,ID319_A1_Regione-0.jp2-crop_slice_10/7_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/36_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/1_label.tif
636,ID319_A1_Regione-0.jp2-crop_slice_10/59_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/3_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/24_label.tif
637,ID319_A1_Regione-0.jp2-crop_slice_10/63_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/48_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/59_label.tif
638,ID319_A1_Regione-0.jp2-crop_slice_10/27_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/43_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/21_label.tif
639,ID319_A1_Regione-0.jp2-crop_slice_10/26_image.png,ID319_A1_Regione-0.jp2-crop_slice_10/21_mask.png,ID319_A1_Regione-0.jp2-crop_slice_10/13_label.tif
640,ID319_A1_Regione-0.jp2-crop_slice_20/43_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/55_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/32_label.tif
641,ID319_A1_Regione-0.jp2-crop_slice_20/48_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/51_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/2_label.tif
642,ID319_A1_Regione-0.jp2-crop_slice_20/30_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/37_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/11_label.tif
643,ID319_A1_Regione-0.jp2-crop_slice_20/58_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/29_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/19_label.tif
644,ID319_A1_Regione-0.jp2-crop_slice_20/53_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/33_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/31_label.tif
645,ID319_A1_Regione-0.jp2-crop_slice_20/31_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/17_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/58_label.tif
646,ID319_A1_Regione-0.jp2-crop_slice_20/28_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/47_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/55_label.tif
647,ID319_A1_Regione-0.jp2-crop_slice_20/21_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/46_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/12_label.tif
648,ID319_A1_Regione-0.jp2-crop_slice_20/4_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/28_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/54_label.tif
649,ID319_A1_Regione-0.jp2-crop_slice_20/54_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/32_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/60_label.tif
650,ID319_A1_Regione-0.jp2-crop_slice_20/20_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/40_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/46_label.tif
651,ID319_A1_Regione-0.jp2-crop_slice_20/46_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/34_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/20_label.tif
652,ID319_A1_Regione-0.jp2-crop_slice_20/50_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/8_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/45_label.tif
653,ID319_A1_Regione-0.jp2-crop_slice_20/36_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/20_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/14_label.tif
654,ID319_A1_Regione-0.jp2-crop_slice_20/1_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/5_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/29_label.tif
655,ID319_A1_Regione-0.jp2-crop_slice_20/2_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/30_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/36_label.tif
656,ID319_A1_Regione-0.jp2-crop_slice_20/47_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/10_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/9_label.tif
657,ID319_A1_Regione-0.jp2-crop_slice_20/9_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/52_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/53_label.tif
658,ID319_A1_Regione-0.jp2-crop_slice_20/45_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/44_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/30_label.tif
659,ID319_A1_Regione-0.jp2-crop_slice_20/33_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/57_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/28_label.tif
660,ID319_A1_Regione-0.jp2-crop_slice_20/13_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/9_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/34_label.tif
661,ID319_A1_Regione-0.jp2-crop_slice_20/32_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/18_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/27_label.tif
662,ID319_A1_Regione-0.jp2-crop_slice_20/49_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/62_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/57_label.tif
663,ID319_A1_Regione-0.jp2-crop_slice_20/41_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/16_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/35_label.tif
664,ID319_A1_Regione-0.jp2-crop_slice_20/39_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/41_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/42_label.tif
665,ID319_A1_Regione-0.jp2-crop_slice_20/15_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/59_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/38_label.tif
666,ID319_A1_Regione-0.jp2-crop_slice_20/56_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/31_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/10_label.tif
667,ID319_A1_Regione-0.jp2-crop_slice_20/11_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/58_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/6_label.tif
668,ID319_A1_Regione-0.jp2-crop_slice_20/8_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/63_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/37_label.tif
669,ID319_A1_Regione-0.jp2-crop_slice_20/40_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/15_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/43_label.tif
670,ID319_A1_Regione-0.jp2-crop_slice_20/24_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/6_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/4_label.tif
671,ID319_A1_Regione-0.jp2-crop_slice_20/23_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/54_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/26_label.tif
672,ID319_A1_Regione-0.jp2-crop_slice_20/61_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/53_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/51_label.tif
673,ID319_A1_Regione-0.jp2-crop_slice_20/5_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/23_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/16_label.tif
674,ID319_A1_Regione-0.jp2-crop_slice_20/57_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/50_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/44_label.tif
675,ID319_A1_Regione-0.jp2-crop_slice_20/60_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/19_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/33_label.tif
676,ID319_A1_Regione-0.jp2-crop_slice_20/55_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/0_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/18_label.tif
677,ID319_A1_Regione-0.jp2-crop_slice_20/52_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/49_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/39_label.tif
678,ID319_A1_Regione-0.jp2-crop_slice_20/34_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/7_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/52_label.tif
679,ID319_A1_Regione-0.jp2-crop_slice_20/44_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/22_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/17_label.tif
680,ID319_A1_Regione-0.jp2-crop_slice_20/12_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/26_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/15_label.tif
681,ID319_A1_Regione-0.jp2-crop_slice_20/25_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/56_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/22_label.tif
682,ID319_A1_Regione-0.jp2-crop_slice_20/3_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/35_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/0_label.tif
683,ID319_A1_Regione-0.jp2-crop_slice_20/14_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/11_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/49_label.tif
684,ID319_A1_Regione-0.jp2-crop_slice_20/29_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/42_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/47_label.tif
685,ID319_A1_Regione-0.jp2-crop_slice_20/10_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/2_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/48_label.tif
686,ID319_A1_Regione-0.jp2-crop_slice_20/35_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/4_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/5_label.tif
687,ID319_A1_Regione-0.jp2-crop_slice_20/17_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/38_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/40_label.tif
688,ID319_A1_Regione-0.jp2-crop_slice_20/62_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/27_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/7_label.tif
689,ID319_A1_Regione-0.jp2-crop_slice_20/38_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/39_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/3_label.tif
690,ID319_A1_Regione-0.jp2-crop_slice_20/51_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/13_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/56_label.tif
691,ID319_A1_Regione-0.jp2-crop_slice_20/19_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/60_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/50_label.tif
692,ID319_A1_Regione-0.jp2-crop_slice_20/22_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/1_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/62_label.tif
693,ID319_A1_Regione-0.jp2-crop_slice_20/6_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/61_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/23_label.tif
694,ID319_A1_Regione-0.jp2-crop_slice_20/18_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/24_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/63_label.tif
695,ID319_A1_Regione-0.jp2-crop_slice_20/0_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/12_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/25_label.tif
696,ID319_A1_Regione-0.jp2-crop_slice_20/16_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/25_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/61_label.tif
697,ID319_A1_Regione-0.jp2-crop_slice_20/42_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/14_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/8_label.tif
698,ID319_A1_Regione-0.jp2-crop_slice_20/37_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/45_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/41_label.tif
699,ID319_A1_Regione-0.jp2-crop_slice_20/7_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/36_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/1_label.tif
700,ID319_A1_Regione-0.jp2-crop_slice_20/59_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/3_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/24_label.tif
701,ID319_A1_Regione-0.jp2-crop_slice_20/63_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/48_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/59_label.tif
702,ID319_A1_Regione-0.jp2-crop_slice_20/27_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/43_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/21_label.tif
703,ID319_A1_Regione-0.jp2-crop_slice_20/26_image.png,ID319_A1_Regione-0.jp2-crop_slice_20/21_mask.png,ID319_A1_Regione-0.jp2-crop_slice_20/13_label.tif
704,ID343_A1b-3.jp2-crop_slice_18/43_image.png,ID343_A1b-3.jp2-crop_slice_18/55_mask.png,ID343_A1b-3.jp2-crop_slice_18/32_label.tif
705,ID343_A1b-3.jp2-crop_slice_18/48_image.png,ID343_A1b-3.jp2-crop_slice_18/51_mask.png,ID343_A1b-3.jp2-crop_slice_18/2_label.tif
706,ID343_A1b-3.jp2-crop_slice_18/30_image.png,ID343_A1b-3.jp2-crop_slice_18/37_mask.png,ID343_A1b-3.jp2-crop_slice_18/11_label.tif
707,ID343_A1b-3.jp2-crop_slice_18/58_image.png,ID343_A1b-3.jp2-crop_slice_18/29_mask.png,ID343_A1b-3.jp2-crop_slice_18/19_label.tif
708,ID343_A1b-3.jp2-crop_slice_18/53_image.png,ID343_A1b-3.jp2-crop_slice_18/33_mask.png,ID343_A1b-3.jp2-crop_slice_18/31_label.tif
709,ID343_A1b-3.jp2-crop_slice_18/31_image.png,ID343_A1b-3.jp2-crop_slice_18/17_mask.png,ID343_A1b-3.jp2-crop_slice_18/58_label.tif
710,ID343_A1b-3.jp2-crop_slice_18/28_image.png,ID343_A1b-3.jp2-crop_slice_18/47_mask.png,ID343_A1b-3.jp2-crop_slice_18/55_label.tif
711,ID343_A1b-3.jp2-crop_slice_18/21_image.png,ID343_A1b-3.jp2-crop_slice_18/46_mask.png,ID343_A1b-3.jp2-crop_slice_18/12_label.tif
712,ID343_A1b-3.jp2-crop_slice_18/4_image.png,ID343_A1b-3.jp2-crop_slice_18/28_mask.png,ID343_A1b-3.jp2-crop_slice_18/54_label.tif
713,ID343_A1b-3.jp2-crop_slice_18/54_image.png,ID343_A1b-3.jp2-crop_slice_18/32_mask.png,ID343_A1b-3.jp2-crop_slice_18/60_label.tif
714,ID343_A1b-3.jp2-crop_slice_18/20_image.png,ID343_A1b-3.jp2-crop_slice_18/40_mask.png,ID343_A1b-3.jp2-crop_slice_18/46_label.tif
715,ID343_A1b-3.jp2-crop_slice_18/46_image.png,ID343_A1b-3.jp2-crop_slice_18/34_mask.png,ID343_A1b-3.jp2-crop_slice_18/20_label.tif
716,ID343_A1b-3.jp2-crop_slice_18/50_image.png,ID343_A1b-3.jp2-crop_slice_18/8_mask.png,ID343_A1b-3.jp2-crop_slice_18/45_label.tif
717,ID343_A1b-3.jp2-crop_slice_18/36_image.png,ID343_A1b-3.jp2-crop_slice_18/20_mask.png,ID343_A1b-3.jp2-crop_slice_18/14_label.tif
718,ID343_A1b-3.jp2-crop_slice_18/1_image.png,ID343_A1b-3.jp2-crop_slice_18/5_mask.png,ID343_A1b-3.jp2-crop_slice_18/29_label.tif
719,ID343_A1b-3.jp2-crop_slice_18/2_image.png,ID343_A1b-3.jp2-crop_slice_18/30_mask.png,ID343_A1b-3.jp2-crop_slice_18/36_label.tif
720,ID343_A1b-3.jp2-crop_slice_18/47_image.png,ID343_A1b-3.jp2-crop_slice_18/10_mask.png,ID343_A1b-3.jp2-crop_slice_18/9_label.tif
721,ID343_A1b-3.jp2-crop_slice_18/9_image.png,ID343_A1b-3.jp2-crop_slice_18/52_mask.png,ID343_A1b-3.jp2-crop_slice_18/53_label.tif
722,ID343_A1b-3.jp2-crop_slice_18/45_image.png,ID343_A1b-3.jp2-crop_slice_18/44_mask.png,ID343_A1b-3.jp2-crop_slice_18/30_label.tif
723,ID343_A1b-3.jp2-crop_slice_18/33_image.png,ID343_A1b-3.jp2-crop_slice_18/57_mask.png,ID343_A1b-3.jp2-crop_slice_18/28_label.tif
